date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-11-18,BKK,departure,07:40,BKK Bangkok,TG637,TG,3h 55m,07:40 | Thai Airways | BKK Bangkok | TG637 | 3h 55m | DETAILS,2026-02-02T16:23:28.478012
2026-11-18,BKK,departure,08:05,BKK Bangkok,HU423,HU,3h 35m,08:05 | Hainan Airlines | BKK Bangkok | HU423 | 3h 35m | DETAILS,2026-02-02T16:23:28.609529
2026-11-18,BKK,departure,17:45,BKK Bangkok,N0191,N0,10h 55m,17:45 | Norse | BKK Bangkok | N0191 | 10h 55m | DETAILS,2026-02-02T16:23:28.714067
2026-11-18,BKK,departure,09:40,BKK Bangkok,PG302,PG,1h 0m,09:40 | Bangkok Airways | BKK Bangkok | PG302 | 1h 0m | DETAILS,2026-02-02T16:23:28.810988
2026-11-18,BKK,departure,09:10,BKK Bangkok,VZ321,VZ,1h 30m,09:10 | Vietjet Thailand | BKK Bangkok | VZ321 | 1h 30m | DETAILS,2026-02-02T16:23:28.908624
2026-11-18,BKK,departure,06:55,BKK Bangkok,9C8891,9C,4h 50m,06:55 | Spring Airlines | BKK Bangkok | 9C8891 | 4h 50m | DETAILS,2026-02-02T16:23:29.003853
2026-11-18,BKK,departure,09:30,BKK Bangkok,FD4213,FD,1h 15m,09:30 | Thai AirAsia | BKK Bangkok | FD4213 | 1h 15m | DETAILS,2026-02-02T16:23:29.098680
2026-11-18,BKK,departure,18:00,BKK Bangkok,LX180,LX,10h 45m,18:00 | SWISS | BKK Bangkok | LX180 | 10h 45m | DETAILS,2026-02-02T16:23:29.225125
2026-11-18,BKK,departure,09:15,BKK Bangkok,VJ801,VJ,1h 30m,09:15 | VietJet | BKK Bangkok | VJ801 | 1h 30m | DETAILS,2026-02-02T16:23:29.325173
2026-11-18,BKK,departure,09:20,BKK Bangkok,TR606,TR,2h 30m,09:20 | Scoot | BKK Bangkok | TR606 | 2h 30m | DETAILS,2026-02-02T16:23:29.425982
2026-11-18,BKK,departure,09:25,BKK Bangkok,TG242,TG,1h 25m,09:25 | Thai Airways | BKK Bangkok | TG242 | 1h 25m | DETAILS,2026-02-02T16:23:29.523817
2026-11-18,BKK,departure,09:25,BKK Bangkok,TG103,TG,1h 25m,09:25 | Thai Airways | BKK Bangkok | TG103 | 1h 25m | DETAILS,2026-02-02T16:23:29.624236
2026-11-18,BKK,departure,09:50,BKK Bangkok,TG589,TG,1h 5m,09:50 | Thai Airways | BKK Bangkok | TG589 | 1h 5m | DETAILS,2026-02-02T16:23:29.719862
2026-11-18,BKK,departure,09:00,BKK Bangkok,9C7419,9C,3h 0m,09:00 | Spring Airlines | BKK Bangkok | 9C7419 | 3h 0m | DETAILS,2026-02-02T16:23:29.817873
2026-11-18,BKK,departure,09:35,BKK Bangkok,PG262,PG,1h 25m,09:35 | Bangkok Airways | BKK Bangkok | PG262 | 1h 25m | DETAILS,2026-02-02T16:23:29.925552
2026-11-18,BKK,departure,09:15,BKK Bangkok,SQ708,SQ,2h 45m,09:15 | Singapore Airlines | BKK Bangkok | SQ708 | 2h 45m | DETAILS,2026-02-02T16:23:30.022240
2026-11-18,BKK,departure,09:45,BKK Bangkok,TG587,TG,1h 20m,09:45 | Thai Airways | BKK Bangkok | TG587 | 1h 20m | DETAILS,2026-02-02T16:23:30.120571
2026-11-18,BKK,departure,08:05,BKK Bangkok,BR67,BR,4h 5m,08:05 | EVA Air | BKK Bangkok | BR67 | 4h 5m | DETAILS,2026-02-02T16:23:30.222936
2026-11-18,BKK,departure,09:00,BKK Bangkok,CZ8075,CZ,3h 10m,09:00 | China Southern | BKK Bangkok | CZ8075 | 3h 10m | DETAILS,2026-02-02T16:23:30.320719
2026-11-18,BKK,departure,05:50,BKK Bangkok,S76307,S7,6h 20m,05:50 | S7 Airlines | BKK Bangkok | S76307 | 6h 20m | DETAILS,2026-02-02T16:23:30.423477
2026-11-18,BKK,departure,09:10,BKK Bangkok,ZH309,ZH,3h 0m,09:10 | Shenzhen Airlines | BKK Bangkok | ZH309 | 3h 0m | DETAILS,2026-02-02T16:23:30.541015
2026-11-18,BKK,departure,09:10,BKK Bangkok,CX717,CX,3h 5m,09:10 | Cathay Pacific | BKK Bangkok | CX717 | 3h 5m | DETAILS,2026-02-02T16:23:30.654154
2026-11-18,BKK,departure,08:40,BKK Bangkok,MF853,MF,3h 35m,08:40 | XiamenAir | BKK Bangkok | MF853 | 3h 35m | DETAILS,2026-02-02T16:23:30.857668
2026-11-18,BKK,departure,07:10,BKK Bangkok,OZ743,OZ,6h 5m,07:10 | Asiana | BKK Bangkok | OZ743 | 6h 5m | DETAILS,2026-02-02T16:23:31.003361
2026-11-18,BKK,departure,10:00,BKK Bangkok,PG124,PG,1h 15m,10:00 | Bangkok Airways | BKK Bangkok | PG124 | 1h 15m | DETAILS,2026-02-02T16:23:31.153933
2026-11-18,BKK,departure,09:15,BKK Bangkok,VN611,VN,2h 5m,09:15 | Vietnam Airlines | BKK Bangkok | VN611 | 2h 5m | DETAILS,2026-02-02T16:23:31.303066
2026-11-18,BKK,departure,09:50,BKK Bangkok,TG202,TG,1h 30m,09:50 | Thai Airways | BKK Bangkok | TG202 | 1h 30m | DETAILS,2026-02-02T16:23:31.453892
2026-11-18,BKK,departure,09:55,BKK Bangkok,PG924,PG,1h 25m,09:55 | Bangkok Airways | BKK Bangkok | PG924 | 1h 25m | DETAILS,2026-02-02T16:23:31.618351
2026-11-18,BKK,departure,09:15,BKK Bangkok,CZ8079,CZ,3h 10m,09:15 | China Southern | BKK Bangkok | CZ8079 | 3h 10m | DETAILS,2026-02-02T16:23:31.780007
2026-11-18,BKK,departure,10:10,BKK Bangkok,VZ201,VZ,1h 15m,10:10 | Vietjet Thailand | BKK Bangkok | VZ201 | 1h 15m | DETAILS,2026-02-02T16:23:31.923583
2026-11-18,BKK,departure,09:20,BKK Bangkok,UA820,UA,3h 5m,09:20 | United | BKK Bangkok | UA820 | 3h 5m | DETAILS,2026-02-02T16:23:32.067128
2026-11-18,BKK,departure,08:25,BKK Bangkok,BR211,BR,4h 5m,08:25 | EVA Air | BKK Bangkok | BR211 | 4h 5m | DETAILS,2026-02-02T16:23:32.259087
2026-11-18,BKK,departure,10:00,BKK Bangkok,FD4125,FD,1h 35m,10:00 | Thai AirAsia | BKK Bangkok | FD4125 | 1h 35m | DETAILS,2026-02-02T16:23:32.407911
2026-11-18,BKK,departure,10:10,BKK Bangkok,PG216,PG,1h 25m,10:10 | Bangkok Airways | BKK Bangkok | PG216 | 1h 25m | DETAILS,2026-02-02T16:23:32.617572
2026-11-18,BKK,departure,10:15,BKK Bangkok,TG551,TG,1h 25m,10:15 | Thai Airways | BKK Bangkok | TG551 | 1h 25m | DETAILS,2026-02-02T16:23:32.780746
2026-11-18,BKK,departure,22:15,BKK Bangkok,TK52,TK,9h 25m,22:15 | Turkish Airlines | BKK Bangkok | TK52 | 9h 25m | DETAILS,2026-02-02T16:23:32.924938
2026-11-18,BKK,departure,08:15,BKK Bangkok,ZH281,ZH,4h 25m,08:15 | Shenzhen Airlines | BKK Bangkok | ZH281 | 4h 25m | DETAILS,2026-02-02T16:23:33.078141
2026-11-18,BKK,departure,02:20,BKK Bangkok,EY404,EY,6h 25m,02:20 | Etihad | BKK Bangkok | EY404 | 6h 25m | DETAILS,2026-02-02T16:23:33.218875
2026-11-18,BKK,departure,01:10,BKK Bangkok,QR832,QR,6h 35m,01:10 | Qatar Airways | BKK Bangkok | QR832 | 6h 35m | DETAILS,2026-02-02T16:23:33.372036
2026-11-18,BKK,departure,10:15,BKK Bangkok,TG131,TG,1h 30m,10:15 | Thai Airways | BKK Bangkok | TG131 | 1h 30m | DETAILS,2026-02-02T16:23:33.528416
2026-11-18,BKK,departure,10:20,BKK Bangkok,VZ301,VZ,1h 30m,10:20 | Vietjet Thailand | BKK Bangkok | VZ301 | 1h 30m | DETAILS,2026-02-02T16:23:33.669839
2026-11-18,BKK,departure,10:35,BKK Bangkok,VZ721,VZ,1h 15m,10:35 | Vietjet Thailand | BKK Bangkok | VZ721 | 1h 15m | DETAILS,2026-02-02T16:23:34.610557
2026-11-18,BKK,departure,08:05,BKK Bangkok,JD419,JD,4h 45m,08:05 | Capital Airlines | BKK Bangkok | JD419 | 4h 45m | DETAILS,2026-02-02T16:23:34.707427
2026-11-18,BKK,departure,10:15,BKK Bangkok,PG272,PG,1h 35m,10:15 | Bangkok Airways | BKK Bangkok | PG272 | 1h 35m | DETAILS,2026-02-02T16:23:34.809109
2026-11-18,BKK,departure,10:25,BKK Bangkok,TG204,TG,1h 30m,10:25 | Thai Airways | BKK Bangkok | TG204 | 1h 30m | DETAILS,2026-02-02T16:23:34.936428
2026-11-18,BKK,departure,08:15,BKK Bangkok,TG663,TG,4h 40m,08:15 | Thai Airways | BKK Bangkok | TG663 | 4h 40m | DETAILS,2026-02-02T16:23:35.045358
2026-11-18,BKK,departure,09:25,BKK Bangkok,PR730,PR,3h 35m,09:25 | PAL | BKK Bangkok | PR730 | 3h 35m | DETAILS,2026-02-02T16:23:35.146813
2026-11-18,BKK,departure,06:55,BKK Bangkok,6E1061,6E,3h 40m,06:55 | IndiGo | BKK Bangkok | 6E1061 | 3h 40m | DETAILS,2026-02-02T16:23:35.241768
2026-11-18,BKK,departure,09:55,BKK Bangkok,CX615,CX,3h 10m,09:55 | Cathay Pacific | BKK Bangkok | CX615 | 3h 10m | DETAILS,2026-02-02T16:23:35.358090
2026-11-18,BKK,departure,03:05,BKK Bangkok,EK384,EK,6h 0m,03:05 | Emirates | BKK Bangkok | EK384 | 6h 0m | DETAILS,2026-02-02T16:23:35.469233
2026-11-18,BKK,departure,10:30,BKK Bangkok,FD4203,FD,1h 35m,10:30 | Thai AirAsia | BKK Bangkok | FD4203 | 1h 35m | DETAILS,2026-02-02T16:23:35.562643
2026-11-18,BKK,departure,01:40,BKK Bangkok,QR834,QR,6h 35m,01:40 | Qatar Airways | BKK Bangkok | QR834 | 6h 35m | DETAILS,2026-02-02T16:23:35.661762
2026-11-18,BKK,departure,08:35,BKK Bangkok,MU541,MU,4h 45m,08:35 | China Eastern | BKK Bangkok | MU541 | 4h 45m | DETAILS,2026-02-02T16:23:35.757034
2026-11-18,BKK,departure,20:15,BKK Bangkok,OS5,OS,10h 5m,20:15 | Austrian | BKK Bangkok | OS5 | 10h 5m | DETAILS,2026-02-02T16:23:35.856116
2026-11-18,BKK,departure,10:40,BKK Bangkok,VZ965,VZ,1h 45m,10:40 | Vietjet Thailand | BKK Bangkok | VZ965 | 1h 45m | DETAILS,2026-02-02T16:23:35.955906
2026-11-18,BKK,departure,10:35,BKK Bangkok,TG561,TG,1h 50m,10:35 | Thai Airways | BKK Bangkok | TG561 | 1h 50m | DETAILS,2026-02-02T16:23:36.064410
2026-11-18,BKK,departure,09:50,BKK Bangkok,CA465,CA,3h 40m,09:50 | Air China | BKK Bangkok | CA465 | 3h 40m | DETAILS,2026-02-02T16:23:36.162356
2026-11-18,BKK,departure,23:55,BKK Bangkok,ET608,ET,8h 35m,23:55 | Ethiopian | BKK Bangkok | ET608 | 8h 35m | DETAILS,2026-02-02T16:23:36.262879
2026-11-18,BKK,departure,09:40,BKK Bangkok,BR201,BR,3h 55m,09:40 | EVA Air | BKK Bangkok | BR201 | 3h 55m | DETAILS,2026-02-02T16:23:36.364143
2026-11-18,BKK,departure,07:30,BKK Bangkok,UL404,UL,3h 35m,07:30 | SriLankan Airlines | BKK Bangkok | UL404 | 3h 35m | DETAILS,2026-02-02T16:23:36.461758
2026-11-18,BKK,departure,09:25,BKK Bangkok,JX741,JX,4h 10m,09:25 | Starlux | BKK Bangkok | JX741 | 4h 10m | DETAILS,2026-02-02T16:23:36.560924
2026-11-18,BKK,departure,11:25,BKK Bangkok,VZ351,VZ,1h 15m,11:25 | Vietjet Thailand | BKK Bangkok | VZ351 | 1h 15m | DETAILS,2026-02-02T16:23:36.658486
2026-11-18,BKK,departure,11:15,BKK Bangkok,VZ139,VZ,1h 25m,11:15 | Vietjet Thailand | BKK Bangkok | VZ139 | 1h 25m | DETAILS,2026-02-02T16:23:36.753760
2026-11-18,BKK,departure,10:35,BKK Bangkok,9C7501,9C,3h 10m,10:35 | Spring Airlines | BKK Bangkok | 9C7501 | 3h 10m | DETAILS,2026-02-02T16:23:36.947554
2026-11-18,BKK,departure,09:05,BKK Bangkok,9C7421,9C,4h 45m,09:05 | Spring Airlines | BKK Bangkok | 9C7421 | 4h 45m | DETAILS,2026-02-02T16:23:37.046928
2026-11-18,BKK,departure,06:50,BKK Bangkok,IX242,IX,4h 30m,06:50 | Air India Express | BKK Bangkok | IX242 | 4h 30m | DETAILS,2026-02-02T16:23:37.144677
2026-11-18,BKK,departure,10:30,BKK Bangkok,CZ8099,CZ,3h 25m,10:30 | China Southern | BKK Bangkok | CZ8099 | 3h 25m | DETAILS,2026-02-02T16:23:37.241770
2026-11-18,BKK,departure,03:50,BKK Bangkok,EK376,EK,6h 5m,03:50 | Emirates | BKK Bangkok | EK376 | 6h 5m | DETAILS,2026-02-02T16:23:37.355119
2026-11-18,BKK,departure,11:55,BKK Bangkok,TG43,TG,1h 0m,11:55 | Thai Airways | BKK Bangkok | TG43 | 1h 0m | DETAILS,2026-02-02T16:23:37.451760
2026-11-18,BKK,departure,11:30,BKK Bangkok,VJ803,VJ,1h 30m,11:30 | VietJet | BKK Bangkok | VJ803 | 1h 30m | DETAILS,2026-02-02T16:23:37.549233
2026-11-18,BKK,departure,09:45,BKK Bangkok,9C6293,9C,4h 20m,09:45 | Spring Airlines | BKK Bangkok | 9C6293 | 4h 20m | DETAILS,2026-02-02T16:23:37.653336
2026-11-18,BKK,departure,10:05,BKK Bangkok,CI831,CI,4h 0m,10:05 | China Airlines | BKK Bangkok | CI831 | 4h 0m | DETAILS,2026-02-02T16:23:37.749246
2026-11-18,BKK,departure,02:30,BKK Bangkok,QR836,QR,6h 35m,02:30 | Qatar Airways | BKK Bangkok | QR836 | 6h 35m | DETAILS,2026-02-02T16:23:37.847724
2026-11-18,BKK,departure,09:20,BKK Bangkok,BS217,BS,2h 50m,09:20 | US-Bangla Airlines | BKK Bangkok | BS217 | 2h 50m | DETAILS,2026-02-02T16:23:37.959758
