date,origin_group,dep_airport,arr_airport,destination,airline,airline_code,dep_time,arr_time,duration,stops,price_value,price_text,scraped_at,source
2026-02-19,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:37:41,airpaz.com
2026-02-19,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:37:41,airpaz.com
2026-02-19,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1297,"฿1,297",2026-01-26 9:37:41,airpaz.com
2026-02-20,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:38:54,airpaz.com
2026-02-20,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:38:54,airpaz.com
2026-02-20,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1441,"฿1,441",2026-01-26 9:38:54,airpaz.com
2026-02-20,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1449,"฿1,449",2026-01-26 9:38:54,airpaz.com
2026-02-20,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1777,"฿1,777",2026-01-26 9:38:54,airpaz.com
2026-02-21,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:39:23,airpaz.com
2026-02-21,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:39:23,airpaz.com
2026-02-21,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1734,"฿1,734",2026-01-26 9:39:23,airpaz.com
2026-02-21,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1777,"฿1,777",2026-01-26 9:39:23,airpaz.com
2026-02-21,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1826,"฿1,826",2026-01-26 9:39:23,airpaz.com
2026-02-22,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:39:52,airpaz.com
2026-02-22,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1763,"฿1,763",2026-01-26 9:39:52,airpaz.com
2026-02-22,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1777,"฿1,777",2026-01-26 9:39:52,airpaz.com
2026-02-22,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1826,"฿1,826",2026-01-26 9:39:52,airpaz.com
2026-02-22,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,2209,"฿2,209",2026-01-26 9:39:52,airpaz.com
2026-02-23,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1449,"฿1,449",2026-01-26 9:40:21,airpaz.com
2026-02-23,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1634,"฿1,634",2026-01-26 9:40:21,airpaz.com
2026-02-23,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1734,"฿1,734",2026-01-26 9:40:21,airpaz.com
2026-02-24,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1201,"฿1,201",2026-01-26 9:40:49,airpaz.com
2026-02-24,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:40:50,airpaz.com
2026-02-24,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1441,"฿1,441",2026-01-26 9:40:50,airpaz.com
2026-02-25,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:41:01,airpaz.com
2026-02-25,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1201,"฿1,201",2026-01-26 9:41:01,airpaz.com
2026-02-25,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:41:01,airpaz.com
2026-02-25,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:41:01,airpaz.com
2026-02-25,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1441,"฿1,441",2026-01-26 9:41:01,airpaz.com
2026-02-26,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:41:05,airpaz.com
2026-02-26,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1201,"฿1,201",2026-01-26 9:41:05,airpaz.com
2026-02-26,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:41:05,airpaz.com
2026-02-27,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:41:07,airpaz.com
2026-02-27,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1201,"฿1,201",2026-01-26 9:41:07,airpaz.com
2026-02-27,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:41:07,airpaz.com
2026-02-27,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:41:07,airpaz.com
2026-02-27,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1441,"฿1,441",2026-01-26 9:41:07,airpaz.com
2026-02-28,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:41:36,airpaz.com
2026-02-28,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1449,"฿1,449",2026-01-26 9:41:36,airpaz.com
2026-02-28,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1826,"฿1,826",2026-01-26 9:41:36,airpaz.com
2026-02-28,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,2470,"฿2,470",2026-01-26 9:41:36,airpaz.com
2026-02-28,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,2589,"฿2,589",2026-01-26 9:41:36,airpaz.com
2026-03-01,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1192,"฿1,192",2026-01-26 9:42:05,airpaz.com
2026-03-01,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1201,"฿1,201",2026-01-26 9:42:05,airpaz.com
2026-03-01,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1249,"฿1,249",2026-01-26 9:42:05,airpaz.com
2026-03-01,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1449,"฿1,449",2026-01-26 9:42:05,airpaz.com
2026-03-01,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1924,"฿1,924",2026-01-26 9:42:05,airpaz.com
2026-03-02,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,906,฿906,2026-01-26 9:42:33,airpaz.com
2026-03-02,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,913,฿913,2026-01-26 9:42:33,airpaz.com
2026-03-02,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,913,฿913,2026-01-26 9:42:33,airpaz.com
2026-03-03,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:43:02,airpaz.com
2026-03-03,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:43:02,airpaz.com
2026-03-03,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1192,"฿1,192",2026-01-26 9:43:02,airpaz.com
2026-03-03,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1201,"฿1,201",2026-01-26 9:43:02,airpaz.com
2026-03-03,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1441,"฿1,441",2026-01-26 9:43:02,airpaz.com
2026-03-04,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,906,฿906,2026-01-26 9:43:31,airpaz.com
2026-03-04,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,913,฿913,2026-01-26 9:43:31,airpaz.com
